City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
236,freetown,8.484,-13.2299,28.84,58,0,5.66,SL,1706302231
237,tolanaro,-25.0319,46.9987,24.04,69,40,4.12,MG,1706302231
238,guajara mirim,-10.7828,-65.3394,24.21,97,100,0.9,BR,1706302231
239,magadan,59.5667,150.8,-20.03,76,100,3.51,RU,1706302231
240,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1706302232
241,floro,61.5996,5.0328,5.98,75,20,6.69,NO,1706302232
242,tondano,1.3038,124.9112,20.05,92,95,0.9,ID,1706302232
243,cafayate,-26.073,-65.9761,25.81,53,75,4.33,AR,1706302233
244,polyarnyy,69.1989,33.4478,-9.48,95,100,5.13,RU,1706302233
245,fort bragg,35.139,-79.006,26.06,61,75,4.63,US,1706302233
246,waingapu,-9.6567,120.2641,25.92,87,90,3.09,ID,1706302234
247,aksakovo,43.25,27.8167,1.72,93,49,1.54,BG,1706302234
248,dubbo,-32.25,148.6167,22.07,49,75,4.63,AU,1706302234
249,bontang,0.1333,117.5,25.15,89,83,4.11,ID,1706301939
250,margaret river,-33.95,115.0667,11.8,81,0,3.92,AU,1706302151
251,la'ie,21.6477,-157.9253,27.98,65,5,2.24,US,1706302235
252,alta,69.9689,23.2717,-8.41,81,75,3.6,NO,1706302235
253,chardara,41.2547,67.9692,0.68,67,21,2.57,KZ,1706302235
254,ormara,25.2088,64.6357,21.94,70,38,2.24,PK,1706302235
255,tofol,5.3248,163.0078,27.5,69,99,5.15,FM,1706302235
256,midvagur,62.0511,-7.1939,5.46,87,75,4.12,FO,1706302236
257,sambava,-14.2667,50.1667,25.48,86,92,2.74,MG,1706302236
258,falmouth,50.1544,-5.0711,5.5,87,20,1.03,GB,1706302237
259,uray,60.1247,64.7758,-18.4,99,98,1.34,RU,1706302237
260,smithers,54.7804,-127.1743,3.18,87,100,2.57,CA,1706302237
261,deqen,29.9618,90.7188,-7.14,85,100,0.45,CN,1706302237
262,myitkyina,25.3833,97.4,11.73,81,76,1.07,MM,1706302237
263,cururupu,-1.8283,-44.8683,25.47,92,69,1.55,BR,1706302238
264,aksaray,38.3726,34.0254,-0.24,82,80,1.57,TR,1706302238
265,pionerskiy,54.9508,20.2275,2.86,99,100,8.94,RU,1706302238
266,malpica,43.3228,-8.8105,14.1,82,100,2.28,ES,1706302238
267,asau,46.4333,26.4,-2.49,93,83,1.9,RO,1706302239
268,bogra,24.85,89.3667,12.89,44,19,2.95,BD,1706302217
269,la ronge,55.1001,-105.2842,-3.86,63,75,4.12,CA,1706302239
270,puerto real,36.5282,-6.1901,16.25,94,0,1.54,ES,1706302239
271,ad dabbah,18.05,30.95,14.79,33,100,4.81,SD,1706302239
272,caleta de carquin,-11.0925,-77.6267,26.2,72,49,4.35,PE,1706302240
273,dryden,49.7833,-92.7503,-1.84,93,100,5.14,CA,1706302240
274,yatou,37.15,122.3833,-2.12,71,8,3.16,CN,1706302240
275,maracacume,-2.0428,-45.9592,25.74,91,77,2.06,BR,1706302240
276,hwacheon,38.1061,127.7067,-9.14,89,4,0.99,KR,1706302240
277,yamada,39.4667,141.95,0.15,78,7,2.9,JP,1706302241
278,hobyo,5.3505,48.5268,26.37,84,52,5.05,SO,1706302241
279,ulsteinvik,62.3432,5.8487,6.5,76,18,8.49,NO,1706302241
280,bandarbeyla,9.4942,50.8122,25.08,83,29,3.53,SO,1706302241
281,viedma,-40.8135,-62.9967,39.39,13,4,8.83,AR,1706302242
282,hithadhoo,-0.6,73.0833,28.21,68,72,6.38,MV,1706302242
283,taroa,8.7058,171.2275,25.84,75,100,4.98,MH,1706302242
284,chignahuapan,19.8333,-98.0333,22.07,27,2,2.28,MX,1706302242
285,bac lieu,9.285,105.7244,24.11,79,24,8.37,VN,1706302242
286,vorgashor,67.5833,63.95,-11.31,96,100,3.0,RU,1706302148
287,berdigestyakh,62.0989,126.6992,-25.05,96,100,3.62,RU,1706302243
288,karaton,-6.3424,106.1045,23.78,92,79,0.63,ID,1706302243
289,igarka,67.4667,86.5833,-13.56,93,100,8.75,RU,1706302243
290,muang xay,20.7,101.9833,13.79,99,55,0.46,LA,1706302243
291,portland,45.5234,-122.6762,9.93,92,100,6.69,US,1706301705
292,bridgewater,44.3835,-64.5155,0.82,90,100,4.63,CA,1706302244
293,port douglas,-16.4833,145.4667,27.34,84,99,2.09,AU,1706302107
294,betio village,1.358,172.9211,28.02,77,89,2.1,KI,1706302244
295,bikenibeu village,1.3673,173.1241,27.98,94,75,3.6,KI,1706302244
296,labytnangi,66.6572,66.4183,-15.32,97,100,0.09,RU,1706302245
297,poronaysk,49.2167,143.1167,-8.97,83,100,6.61,RU,1706302245
298,pasadena,29.6911,-95.2091,18.98,94,100,3.6,US,1706302219
299,kavieng,-2.5744,150.7967,27.67,76,92,0.7,PG,1706302245
300,macherla,16.4833,79.4333,20.71,93,46,2.05,IN,1706302245
301,greenville,35.6127,-77.3663,27.09,69,40,3.6,US,1706302019
302,keetmanshoop,-26.5833,18.1333,25.51,50,77,1.03,NA,1706302246
303,tadine,-21.55,167.8833,25.24,58,67,3.29,NC,1706302246
304,holbrook,40.8123,-73.0784,6.65,97,100,3.09,US,1706302067
305,lata,40.1629,-8.3327,11.15,77,100,1.62,PT,1706302247
306,copala,16.65,-98.9833,30.11,54,0,3.93,MX,1706302247
307,saint-pierre,-21.3393,55.4781,24.82,94,100,4.12,RE,1706302247
308,pisco,-13.7,-76.2167,28.03,61,0,9.77,PE,1706302247
309,kongsvinger,60.1905,11.9977,-0.63,92,100,2.25,NO,1706302248
310,lagoa seca,-7.1708,-35.8536,28.24,54,20,8.23,BR,1706302248
311,mana,5.6592,-53.7767,27.42,69,17,4.54,GF,1706302248
312,el galpon,-25.3807,-64.6526,34.04,27,0,2.87,AR,1706302248
313,dalhart,36.0595,-102.5133,4.01,93,100,8.23,US,1706302023
314,tralee,52.2704,-9.7026,8.62,81,100,6.27,IE,1706302249
315,cox's bazar,21.4532,91.9798,14.92,82,69,4.0,BD,1706302249
316,puerto armuelles,8.2833,-82.8667,32.99,63,62,1.34,PA,1706302217
317,mhangura,-16.8939,30.1683,16.75,79,4,0.62,ZW,1706302250
318,porkhov,57.765,29.5561,-4.17,98,99,1.47,RU,1706302250
319,myeik,12.4333,98.6,23.43,79,8,1.9,MM,1706302250
320,primorsko-akhtarsk,46.0497,38.1747,3.52,93,100,1.61,RU,1706302250
321,oodweyne,9.4092,45.064,22.63,47,25,2.04,SO,1706302251
322,sorong,-0.8833,131.25,26.76,80,64,4.12,ID,1706302251
323,botzingen,48.0764,7.7249,8.87,88,71,2.12,DE,1706302251
324,tremonton,41.7119,-112.1655,4.26,75,97,0.48,US,1706302251
325,saint-philippe,-21.3585,55.7679,24.77,89,72,4.31,RE,1706302252
326,maun,-19.9833,23.4167,25.98,44,0,1.54,BW,1706302252
327,chilmari,25.5559,89.6715,13.99,38,2,1.84,BD,1706302252
328,zyryanskoye,56.8306,86.6258,-10.28,92,100,2.53,RU,1706302253
329,chonchi,-42.6128,-73.8092,21.84,87,100,2.42,CL,1706302253
330,rakvere,59.3464,26.3558,-7.71,96,98,3.28,EE,1706302254
331,manchester,53.4809,-2.2374,6.19,80,20,3.09,GB,1706301823
332,lospalos,-8.5186,127.0025,23.54,88,100,5.8,TL,1706302254
333,kristiansund,63.1115,7.732,5.36,65,20,5.14,NO,1706302254
334,maceio,-9.6658,-35.7353,30.69,70,40,7.2,BR,1706302255
335,brandon,27.9378,-82.2859,28.18,75,40,2.06,US,1706302255
336,zhangye,38.9342,100.4517,-8.21,30,0,0.75,CN,1706302255
337,salinopolis,-0.6136,-47.3561,26.52,86,59,4.27,BR,1706302256
338,navlya,52.8281,34.4989,-0.15,99,100,1.14,RU,1706302256
339,macusani,-14.0833,-70.4333,7.56,84,100,1.83,PE,1706302256
340,las heras,-46.5419,-68.9359,27.61,22,98,16.61,AR,1706302257
341,cooranbong,-33.0833,151.4333,23.63,83,100,2.49,AU,1706302257
342,mar del plata,-38.0023,-57.5575,28.62,72,0,12.96,AR,1706302055
343,aldan,58.6031,125.3894,-23.09,98,100,2.22,RU,1706302257
344,ondjiva,-17.0667,15.7333,27.02,61,0,1.03,AO,1706302257
345,ilulissat,69.2167,-51.1,-19.99,41,100,4.12,GL,1706302258
346,nelson bay,-32.7167,152.15,23.94,78,100,4.92,AU,1706302258
347,ghorawal,24.7667,82.7833,11.0,50,99,0.64,IN,1706302258
348,makhambet,47.6667,51.5833,-5.98,87,96,5.02,KZ,1706302259
349,enewetak,11.3474,162.3373,25.75,62,100,5.87,MH,1706302259
350,swakopmund,-22.6833,14.5333,20.47,87,23,3.58,NA,1706302259
351,blythe,33.6103,-114.5964,19.25,27,0,7.2,US,1706302260
352,kurchatov,51.6601,35.6521,0.23,99,100,0.7,RU,1706302260
353,hadibu,12.65,54.0333,24.83,75,10,1.9,YE,1706302261
354,amahai,-3.3333,128.9167,25.62,82,100,2.75,ID,1706302261
355,wanning,18.8003,110.3967,18.49,89,100,3.52,CN,1706302261
356,borogontsy,62.6683,131.1683,-24.19,98,100,2.05,RU,1706302261
357,jeddah,21.5169,39.2192,19.92,49,40,2.06,SA,1706302262
358,colares,38.7992,-9.4469,17.43,84,0,3.13,PT,1706302262
359,urangan,-25.3,152.9,28.44,90,69,3.58,AU,1706302262
360,puerto deseado,-47.7503,-65.8938,29.74,24,8,12.52,AR,1706302263
361,kargil,34.5667,76.1,-8.65,67,63,2.36,IN,1706302263
362,attur,11.6,78.6167,20.62,93,13,1.29,IN,1706302263
363,ceerigaabo,10.6162,47.368,17.43,55,80,2.25,SO,1706302263
364,tympaki,35.0729,24.7685,13.98,66,1,0.89,GR,1706302264
365,dunay,42.8803,132.3375,-13.49,79,8,9.72,RU,1706302264
366,ouani,-12.1322,44.4258,26.66,75,33,2.59,KM,1706302264
367,oranjemund,-28.55,16.4333,18.57,90,13,2.72,NA,1706302264
368,terrace,54.5163,-128.6035,3.45,93,100,1.03,CA,1706302264
369,faya-largeau,17.9257,19.1043,16.83,29,88,9.13,TD,1706302265
370,gamboma,-1.8764,15.8644,26.31,55,78,1.32,CG,1706302265
371,el bayadh,33.6832,1.0193,11.83,27,0,1.49,DZ,1706302265
372,prince rupert,54.3161,-130.3201,8.05,87,100,18.01,CA,1706302265
373,forster,-32.1667,152.5167,22.94,88,100,4.08,AU,1706302266
374,atakpame,7.5333,1.1333,26.84,21,34,1.54,TG,1706302266
375,kingston,17.997,-76.7936,28.53,74,75,3.09,JM,1706302266
376,taganrog,47.2362,38.8969,0.59,97,100,2.15,RU,1706302266
377,ko pha ngan,9.7578,100.0291,24.81,76,15,7.1,TH,1706302267
378,azrou,33.4344,-5.2213,12.22,40,1,1.85,MA,1706302267
379,la sarre,48.8002,-79.1996,0.23,99,100,1.93,CA,1706302267
380,pangody,65.85,74.4859,-16.64,96,100,2.74,RU,1706302267
381,jayapura,-2.5333,140.7,25.66,94,100,4.4,ID,1706302149
382,damasak,13.0977,12.4952,19.18,30,99,5.07,NG,1706302268
383,port hedland,-20.3167,118.5667,26.03,78,100,6.69,AU,1706302268
384,baglung,28.2719,83.5898,5.26,68,14,2.56,NP,1706302269
385,mar''ina horka,53.509,28.147,0.12,96,95,1.2,BY,1706302269
386,cidreira,-30.1811,-50.2056,22.26,76,100,6.13,BR,1706302269
387,port macquarie,-31.4333,152.9167,25.5,85,96,4.84,AU,1706302269
388,kilindoni,-7.9139,39.6668,27.34,79,90,2.59,TZ,1706302270
389,ixtapa,20.7,-105.2,31.66,38,1,3.69,MX,1706302056
390,pont rouge,48.8833,-72.0825,-2.94,90,98,1.78,CA,1706302270
391,deder,9.3167,41.45,15.18,55,6,0.53,ET,1706302270
392,grimstad,58.3405,8.5934,4.95,66,2,7.57,NO,1706302114
393,boende,-0.2167,20.8667,28.38,50,99,0.59,CD,1706302271
394,albion park,-34.5667,150.7833,21.28,81,98,0.45,AU,1706302271
395,lagoa,39.05,-27.9833,16.23,88,100,6.62,PT,1706302271
396,camacupa,-12.0167,17.4833,17.82,78,100,1.43,AO,1706302272
397,wilmington,34.2257,-77.9447,25.95,76,0,5.66,US,1706302094
398,celestun,20.8667,-90.4,29.33,63,6,2.97,MX,1706302272
399,sokoni,-6.4333,39.55,27.25,84,34,3.25,TZ,1706302272
400,artigas,-30.4,-56.4667,25.9,52,4,5.07,UY,1706302273
401,bulungu,-4.55,18.6,24.3,79,63,0.5,CD,1706302273
402,jaguarari,-10.2639,-40.1958,22.11,92,100,0.96,BR,1706302273
403,dompu,-8.5356,118.4622,24.92,94,100,0.39,ID,1706302273
404,ulladulla,-35.35,150.4667,19.87,85,100,3.2,AU,1706302149
405,big bend,-26.8167,31.9333,25.05,69,3,0.0,SZ,1706302274
406,hamilton,39.1834,-84.5333,10.43,85,100,4.63,US,1706302154
407,acajutla,13.5928,-89.8275,30.31,63,21,3.92,SV,1706302274
408,tura,25.5198,90.2201,10.81,53,1,1.27,IN,1706302274
409,namibe,-15.1961,12.1522,24.8,81,100,4.17,AO,1706302274
410,cove,7.221,2.3402,27.61,22,17,1.18,BJ,1706302275
411,kataba,13.9833,44.3833,16.4,70,57,1.66,YE,1706302275
412,tazacorte,28.629,-17.9293,21.54,31,0,3.6,ES,1706302275
413,mtambile,-5.3833,39.7,26.43,88,59,2.71,TZ,1706302276
414,kachug,53.9606,105.8817,-22.19,100,93,0.45,RU,1706302276
415,san juan bautista,-14.0108,-75.7358,31.89,38,25,7.8,PE,1706302276
416,volosovo,59.4333,29.4833,-13.78,100,95,1.53,RU,1706302276
417,ta`u,-14.2336,-169.5144,28.83,79,100,6.03,AS,1706302277
418,andkhoy,36.9529,65.1238,8.29,68,100,7.25,AF,1706302277
419,chivhu,-19.0211,30.8922,14.47,79,7,2.67,ZW,1706302277
420,puerto quijarro,-17.7833,-57.7667,36.17,20,0,2.82,BO,1706302277
421,katsuren-haebaru,26.3369,127.8719,17.43,72,100,1.54,JP,1706302277
422,mombetsu,44.3525,143.3525,-3.77,94,100,6.35,JP,1706302278
423,porto novo,6.4965,2.6036,28.9,66,19,1.96,BJ,1706302009
424,modimolle,-24.7,28.4,22.95,56,67,2.36,ZA,1706302278
425,severo-yeniseyskiy,60.3725,93.0408,-19.05,97,100,1.76,RU,1706302278
426,lazaro cardenas,17.9583,-102.2,28.32,59,0,4.2,MX,1706302279
427,i-n-salah,27.1935,2.4607,17.77,22,0,7.88,DZ,1706302279
428,oroqen zizhiqi,50.5667,123.7167,-22.15,98,72,1.45,CN,1706302279
429,camiri,-20.05,-63.5167,34.88,29,40,1.54,BO,1706302279
430,lichtenburg,-26.152,26.1597,21.75,45,46,2.4,ZA,1706302279
431,karratha,-20.7377,116.8463,24.79,81,5,7.14,AU,1706302280
432,sur,22.5667,59.5289,21.12,76,100,7.15,OM,1706302280
433,palamas,39.4667,22.0833,4.9,60,0,0.42,GR,1706302280
434,leava,-14.3,-178.1667,28.23,77,100,8.52,WF,1706302280
435,la mira,18.035,-102.3266,29.07,55,0,4.14,MX,1706302281
436,newport,51.5877,-2.9984,6.49,85,59,3.94,GB,1706302208
437,usinsk,65.9939,57.5281,-8.85,95,98,5.81,RU,1706302281
438,urupes,-21.2017,-49.29,30.63,48,91,5.48,BR,1706302281
439,newman,37.3138,-121.0208,16.19,77,100,1.34,US,1706302282
440,turpan,42.9333,89.1667,-6.85,47,0,0.17,CN,1706302156
441,barah,13.7,30.3667,15.31,26,82,4.29,SD,1706302282
442,paka,4.6374,103.4368,26.96,83,53,3.09,MY,1706302282
443,ginir,7.1333,40.7,16.28,69,10,1.44,ET,1706302283
444,pemba,-12.974,40.5178,27.39,83,40,1.54,MZ,1706302283
445,edgewater,28.9889,-80.9023,27.03,78,75,3.6,US,1706302283
446,port saint john's,-31.6229,29.5448,24.29,90,11,3.89,ZA,1706302283
447,childress,34.4264,-100.204,7.14,100,100,3.09,US,1706302283
448,quezon,7.7303,125.0989,20.0,94,94,1.74,PH,1706302284
449,mangai,-4.05,19.5333,23.4,84,62,0.67,CD,1706302284
450,sechura,-5.5569,-80.8222,29.3,59,31,7.47,PE,1706302284
451,coxim,-18.5067,-54.76,33.2,29,72,4.14,BR,1706302284
452,lodja,-3.4833,23.4333,23.92,82,90,0.51,CD,1706302285
453,madingou,-4.1536,13.55,24.64,88,72,0.31,CG,1706302285
454,ancud,-41.8697,-73.8203,17.0,87,70,5.49,CL,1706302286
455,naama,33.2667,-0.3167,9.63,25,0,3.47,DZ,1706302286
456,remire-montjoly,4.9167,-52.2667,29.02,70,75,4.63,GF,1706302286
